TimeStamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
183.5196,-13735.15,-10753.01,1816.85,11436.99,-15446.43,-6578.4,-23724.23,-31780.91
183.5596,-13707.35,-10731.32,1885.8,11267.66,-15685.8,-6657.55,-23708.92,-31731.18
183.5996,-13759.19,-10778.48,1848.6,11394.65,-15518.24,-6581.64,-23761.08,-31768.52
183.6396,-13807.39,-10810.95,1760.63,11663.49,-15134.96,-6459.86,-23797.94,-31856.92
183.6796,-13749.51,-10753.73,1817.7,11525.35,-15317.54,-6536.29,-23742.87,-31815.1
183.7196,-13734.2,-10748.58,1855.9,11445.24,-15452.01,-6580.45,-23726.9,-31784.11
183.7596,-13714.89,-10733.99,1912.74,11269.81,-15696.15,-6664.75,-23711.97,-31735.76
183.7996,-13771.11,-10789.16,1868.53,11399.41,-15531.4,-6592.56,-23768.14,-31776.72
183.8396,-13820.36,-10824.49,1779.08,11670.88,-15138.2,-6464.2,-23798.66,-31859.21
183.8796,-13761.05,-10766.56,1829.72,11527.49,-15319.16,-6533.34,-23735.91,-31810.72
183.9196,-13743.26,-10761.55,1860.9,11448.91,-15450.05,-6572.44,-23713.31,-31774.86
183.9596,-13728.38,-10751.58,1919.79,11276.1,-15691.43,-6660.7,-23703.2,-31733.76
183.9996,-13762.33,-10785.2,1888.32,11409.0,-15519.0,-6575.3,-23747.02,-31761.32
184.0396,-13801.96,-10807.85,1769.26,11666.49,-15133.0,-6450.61,-23785.55,-31849.96
184.0796,-13738.16,-10739.28,1803.35,11523.39,-15311.43,-6523.94,-23734.19,-31808.52
184.1196,-13712.03,-10720.45,1840.54,11446.67,-15444.14,-6563.09,-23714.16,-31773.24
184.1596,-13684.42,-10695.41,1896.76,11276.15,-15677.64,-6644.11,-23704.39,-31731.04
184.1996,-13707.83,-10714.96,1870.58,11397.36,-15515.47,-6561.57,-23753.26,-31761.51
184.2396,-13733.53,-10723.93,1781.85,11659.77,-15131.52,-6428.1,-23779.82,-31836.8
184.2796,-13665.63,-10651.07,1823.81,11534.74,-15295.13,-6487.23,-23719.31,-31791.98
184.3196,-13643.22,-10628.03,1833.34,11441.18,-15435.22,-6532.77,-23714.88,-31772.09
184.3596,-13617.71,-10606.29,1875.31,11272.72,-15666.77,-6612.35,-23712.64,-31735.42
184.3996,-13652.71,-10636.04,1855.66,11390.59,-15509.85,-6535.77,-23762.85,-31769.28
184.4396,-13688.42,-10652.02,1762.77,11637.45,-15142.01,-6415.56,-23794.99,-31849.82
184.4796,-13633.59,-10584.45,1807.45,11521.91,-15300.56,-6478.12,-23738.05,-31803.8
184.5196,-13628.58,-10579.3,1822.76,11438.51,-15439.23,-6528.62,-23731.04,-31784.4
184.5596,-13605.26,-10558.51,1879.45,11286.69,-15654.85,-6605.24,-23721.55,-31743.39
184.5996,-13635.59,-10585.07,1867.49,11406.47,-15504.89,-6535.1,-23765.71,-31772.43
184.6396,-13679.32,-10613.16,1773.88,11642.36,-15161.37,-6426.43,-23800.52,-31853.97
184.6796,-13633.73,-10563.61,1804.5,11518.58,-15319.3,-6499.86,-23754.17,-31823.88
184.7196,-13622.05,-10554.46,1829.53,11438.85,-15449.0,-6546.93,-23742.15,-31801.61
184.7596,-13609.51,-10539.15,1867.91,11301.28,-15646.6,-6613.3,-23727.13,-31759.03
184.7996,-13646.56,-10573.39,1842.31,11400.51,-15510.75,-6554.41,-23772.58,-31789.97
184.8396,-13684.89,-10603.67,1759.91,11631.92,-15175.77,-6448.17,-23797.51,-31858.5
184.8796,-13645.22,-10562.28,1797.49,11529.07,-15311.53,-6506.49,-23747.64,-31823.92
184.9196,-13630.39,-10554.65,1829.05,11447.24,-15441.37,-6548.69,-23734.14,-31796.55
184.9596,-13615.94,-10547.4,1864.15,11306.43,-15634.59,-6617.36,-23726.32,-31758.41
184.9996,-13650.04,-10578.97,1841.64,11402.32,-15503.84,-6554.41,-23765.09,-31782.2
185.0396,-13692.57,-10615.73,1760.1,11624.58,-15187.89,-6449.08,-23797.61,-31854.59
185.0796,-13662.05,-10580.64,1787.0,11516.76,-15319.4,-6509.45,-23762.09,-31831.6
185.1196,-13647.03,-10567.62,1819.28,11441.04,-15438.61,-6551.84,-23744.78,-31799.13
185.1596,-13627.91,-10557.99,1855.18,11311.58,-15629.39,-6617.74,-23734.29,-31761.36
185.1996,-13663.53,-10597.9,1817.56,11408.47,-15510.37,-6560.42,-23772.1,-31786.54
185.2396,-13702.82,-10630.23,1741.79,11623.67,-15189.32,-6457.42,-23798.75,-31853.49
185.2796,-13657.91,-10582.07,1790.95,11524.73,-15306.9,-6505.59,-23752.55,-31821.73
185.3196,-13639.93,-10568.1,1828.29,11449.58,-15431.07,-6547.26,-23737.86,-31793.88
185.3596,-13622.48,-10558.32,1872.97,11309.67,-15624.24,-6611.54,-23733.67,-31760.17
185.3996,-13660.19,-10597.52,1845.26,11397.51,-15512.04,-6557.89,-23774.96,-31786.06
185.4396,-13698.87,-10627.37,1776.12,11618.52,-15189.51,-6452.04,-23794.94,-31846.15
185.4796,-13663.39,-10589.65,1796.29,11521.05,-15301.28,-6502.1,-23749.5,-31815.34
185.5196,-13654.28,-10586.45,1799.15,11444.86,-15428.31,-6550.27,-23740.2,-31794.46
185.5596,-13651.28,-10587.12,1842.64,11314.97,-15616.7,-6622.7,-23737.62,-31765.7
185.5996,-13672.78,-10611.68,1834.58,11406.04,-15495.97,-6562.66,-23761.8,-31777.48
185.6396,-13696.82,-10633.42,1779.37,11622.0,-15184.79,-6455.57,-23776.82,-31829.27
185.6796,-13665.25,-10599.57,1818.13,11529.88,-15305.0,-6506.01,-23744.4,-31808.67
185.7196,-13651.52,-10587.93,1845.6,11454.73,-15430.5,-6545.02,-23731.66,-31781.96
185.7596,-13634.35,-10578.11,1879.07,11327.08,-15603.97,-6602.1,-23724.03,-31745.49
185.7996,-13666.44,-10607.43,1842.88,11413.77,-15498.59,-6550.89,-23759.32,-31767.94
185.8396,-13704.35,-10639.72,1777.22,11627.44,-15191.41,-6447.84,-23778.06,-31827.98
185.8796,-13671.16,-10609.63,1815.7,11532.12,-15297.8,-6497.15,-23741.3,-31804.47
185.9196,-13653.09,-10604.86,1850.18,11461.78,-15423.87,-6543.45,-23729.52,-31781.25
185.9596,-13635.45,-10591.6,1890.18,11338.66,-15601.54,-6599.76,-23721.75,-31747.58
185.9996,-13665.25,-10617.07,1861.62,11418.96,-15500.12,-6552.12,-23755.36,-31766.7
186.0396,-13710.69,-10656.45,1769.78,11621.52,-15208.82,-6463.77,-23783.02,-31833.03
186.0796,-13685.04,-10627.7,1795.24,11535.69,-15309.38,-6511.88,-23746.45,-31812.48
186.1196,-13671.59,-10617.97,1827.86,11464.98,-15430.26,-6552.32,-23733.14,-31788.93
186.1596,-13655.76,-10610.92,1861.91,11338.86,-15595.77,-6607.72,-23723.56,-31755.02
186.1996,-13682.37,-10641.24,1843.4,11408.14,-15501.79,-6560.18,-23753.03,-31770.19
186.2396,-13720.23,-10673.24,1770.69,11611.65,-15213.54,-6462.0,-23772.0,-31822.54
186.2796,-13680.89,-10627.41,1824.43,11537.79,-15299.75,-6494.48,-23730.14,-31793.88
186.3196,-13666.25,-10617.45,1864.62,11469.7,-15423.68,-6538.11,-23721.65,-31773.14
186.3596,-13647.84,-10608.63,1900.05,11353.88,-15586.04,-6594.42,-23717.74,-31744.39
186.3996,-13676.12,-10640.96,1871.01,11411.76,-15508.32,-6559.61,-23756.94,-31769.04
186.4396,-13710.31,-10671.33,1799.15,11602.16,-15243.01,-6473.02,-23780.97,-31825.93
186.4796,-13686.94,-10646.06,1827.67,11528.78,-15327.88,-6511.74,-23754.55,-31811.29
186.5196,-13679.74,-10643.01,1850.27,11457.64,-15445.33,-6558.13,-23749.59,-31794.12
186.5596,-13661.24,-10629.7,1881.79,11359.26,-15587.05,-6601.86,-23738.29,-31760.12
186.5996,-13688.61,-10654.5,1857.09,11427.31,-15514.18,-6567.72,-23771.19,-31778.34
186.6396,-13727.62,-10691.02,1793.62,11605.41,-15262.32,-6487.56,-23798.42,-31838.04
186.6796,-13691.24,-10657.45,1832.58,11540.99,-15325.12,-6511.45,-23761.85,-31814.53
186.7196,-13670.49,-10641.34,1865.58,11469.08,-15435.17,-6548.17,-23745.4,-31787.59
186.7596,-13660.19,-10634.23,1889.56,11366.27,-15579.08,-6597.66,-23741.63,-31762.56
186.7996,-13677.31,-10654.4,1875.21,11424.45,-15503.6,-6558.23,-23762.9,-31772.33
186.8396,-13714.36,-10688.12,1814.89,11596.49,-15260.98,-6478.88,-23782.59,-31823.02
186.8796,-13692.48,-10667.42,1822.85,11530.31,-15327.5,-6509.83,-23755.74,-31810.0
186.9196,-13671.78,-10653.21,1847.89,11469.08,-15431.45,-6544.21,-23733.86,-31778.58
186.9596,-13660.38,-10640.91,1872.35,11365.56,-15567.5,-6582.93,-23724.18,-31747.2
186.9996,-13688.9,-10664.23,1857.9,11414.53,-15496.35,-6553.75,-23755.98,-31765.8
187.0396,-13728.57,-10702.47,1810.03,11589.81,-15263.37,-6487.18,-23786.98,-31825.98
187.0796,-13700.01,-10680.25,1823.95,11523.15,-15334.61,-6521.32,-23765.14,-31819.3
187.1196,-13680.56,-10666.47,1843.79,11458.68,-15446.19,-6558.71,-23750.74,-31797.08
187.1596,-13662.39,-10649.54,1883.08,11373.14,-15572.98,-6597.62,-23742.06,-31766.99
187.1996,-13683.13,-10670.76,1876.74,11422.68,-15507.89,-6565.24,-23769.43,-31782.3
187.2396,-13724.95,-10708.81,1823.76,11579.94,-15285.88,-6497.48,-23791.13,-31831.03
187.2796,-13708.07,-10688.97,1832.87,11537.08,-15344.67,-6526.8,-23765.42,-31819.06
187.3196,-13690.71,-10672.33,1852.46,11478.95,-15445.04,-6558.61,-23743.2,-31788.21
187.3596,-13678.55,-10665.61,1876.5,11392.69,-15565.87,-6593.71,-23732.95,-31758.6
187.3996,-13708.64,-10700.89,1859.81,11436.51,-15510.13,-6571.96,-23763.33,-31779.01
187.4396,-13741.21,-10731.89,1810.41,11601.5,-15295.79,-6503.82,-23782.83,-31826.12
187.4796,-13711.26,-10688.97,1828.0,11543.75,-15349.2,-6526.95,-23761.13,-31818.35
187.5196,-13694.14,-10663.37,1859.86,11462.55,-15465.6,-6571.58,-23759.65,-31807.14
187.5596,-13676.12,-10638.52,1893.33,11375.86,-15582.37,-6600.38,-23750.21,-31779.77
187.5996,-13688.18,-10643.25,1870.2,11425.4,-15514.14,-6565.48,-23768.67,-31786.87
187.6396,-13722.56,-10668.47,1807.83,11575.84,-15312.53,-6505.39,-23798.99,-31840.14
187.6796,-13697.44,-10636.14,1819.85,11525.78,-15353.78,-6524.75,-23773.86,-31826.79
187.7196,-13661.91,-10602.57,1850.7,11464.02,-15450.43,-6550.6,-23751.79,-31796.98
187.7596,-13638.83,-10575.58,1878.07,11378.81,-15562.2,-6580.07,-23744.3,-31768.9
187.7996,-13649.99,-10580.87,1868.06,11427.12,-15500.5,-6545.74,-23763.28,-31774.86
187.8396,-13679.98,-10607.58,1811.89,11574.22,-15299.37,-6484.08,-23783.88,-31823.88
187.8796,-13648.13,-10569.1,1842.69,11543.9,-15334.37,-6495.43,-23754.93,-31810.67
187.9196,-13623.33,-10539.01,1876.97,11487.53,-15429.5,-6524.18,-23735.62,-31781.87
187.9596,-13601.16,-10517.69,1890.04,11398.36,-15542.65,-6556.7,-23729.14,-31754.74
187.9996,-13629.63,-10541.54,1860.14,11430.84,-15505.74,-6543.64,-23766.33,-31780.72
188.0396,-13658.38,-10569.0,1812.65,11578.75,-15308.53,-6484.84,-23788.93,-31828.26
188.0796,-13629.2,-10538.67,1826.67,11539.6,-15339.95,-6495.57,-23761.8,-31817.2
188.1196,-13621.47,-10524.66,1843.02,11472.42,-15441.23,-6532.19,-23754.03,-31798.89
188.1596,-13594.82,-10494.04,1889.47,11385.63,-15540.79,-6551.98,-23738.24,-31761.27
188.1996,-13617.47,-10517.26,1862.05,11431.6,-15493.35,-6533.1,-23764.76,-31780.01
188.2396,-13663.82,-10556.89,1786.61,11582.19,-15310.1,-6488.28,-23795.56,-31837.9
188.2796,-13638.02,-10528.09,1806.55,11532.5,-15343.86,-6502.25,-23772.48,-31828.93
188.3196,-13622.14,-10514.21,1842.45,11469.32,-15451.91,-6540.54,-23765.28,-31813.2
188.3596,-13614.08,-10502.53,1864.39,11402.27,-15565.54,-6577.83,-23766.38,-31795.17
188.3996,-13626.24,-10505.06,1862.53,11448.53,-15508.32,-6545.4,-23782.59,-31798.56
188.4396,-13657.95,-10532.9,1820.8,11580.13,-15316.54,-6485.32,-23799.37,-31840.57
188.4796,-13633.4,-10512.54,1829.53,11540.7,-15341.47,-6493.57,-23769.76,-31824.45
188.5196,-13625.39,-10510.83,1835.16,11474.99,-15446.19,-6533.05,-23763.23,-31808.81
188.5596,-13609.89,-10502.34,1863.38,11396.46,-15556.24,-6567.24,-23758.41,-31783.87
188.5996,-13622.33,-10515.26,1859.0,11431.36,-15507.89,-6541.11,-23779.59,-31792.02
188.6396,-13662.67,-10550.93,1804.73,11573.13,-15319.64,-6481.36,-23798.09,-31831.22
188.6796,-13636.35,-10527.52,1832.91,11537.12,-15343.62,-6491.76,-23769.48,-31817.01
188.7196,-13608.65,-10510.3,1862.29,11477.76,-15435.17,-6521.42,-23749.55,-31787.16
188.7596,-13595.77,-10503.63,1881.08,11401.65,-15537.84,-6550.12,-23739.72,-31760.98
188.7996,-13613.08,-10522.89,1868.25,11447.0,-15490.58,-6528.57,-23762.32,-31772.57
188.8396,-13653.23,-10555.17,1816.37,11574.37,-15307.95,-6475.59,-23784.02,-31818.11
188.8796,-13635.45,-10536.0,1826.05,11533.45,-15328.93,-6480.07,-23750.88,-31798.6
188.9196,-13613.27,-10518.89,1860.76,11477.19,-15411.33,-6499.2,-23722.6,-31762.17
188.9596,-13619.04,-10528.09,1869.82,11394.88,-15529.25,-6543.35,-23731.85,-31750.4
188.9996,-13636.21,-10545.59,1856.28,11444.71,-15486.0,-6520.8,-23748.93,-31759.79
189.0396,-13672.64,-10582.59,1807.69,11583.0,-15308.72,-6476.02,-23780.73,-31818.73
189.0796,-13648.13,-10561.61,1826.48,11547.28,-15335.66,-6486.56,-23761.13,-31811.05
189.1196,-13623.57,-10544.73,1853.75,11492.06,-15430.5,-6516.27,-23744.44,-31784.87
189.1596,-13623.19,-10550.69,1856.14,11401.56,-15552.95,-6563.47,-23751.93,-31775.72
189.1996,-13637.26,-10568.48,1849.51,11445.43,-15502.79,-6538.68,-23768.76,-31780.68
189.2396,-13680.98,-10603.38,1814.51,11579.47,-15327.12,-6492.57,-23802.09,-31835.37
189.2796,-13658.72,-10580.59,1827.86,11540.75,-15352.63,-6501.01,-23778.78,-31823.11
189.3196,-13634.06,-10566.19,1841.69,11484.2,-15443.14,-6526.23,-23758.41,-31794.6
189.3596,-13612.94,-10551.69,1873.02,11410.81,-15538.89,-6549.36,-23744.2,-31762.41
189.3996,-13630.39,-10568.91,1873.35,11447.81,-15493.78,-6525.95,-23765.57,-31774.19
189.4396,-13670.3,-10599.95,1825.76,11591.58,-15304.66,-6471.63,-23781.87,-31815.25
189.4796,-13660.86,-10578.06,1843.79,11562.25,-15319.4,-6475.12,-23749.07,-31793.31
189.5196,-13642.27,-10562.47,1868.01,11489.58,-15414.62,-6500.77,-23732.14,-31768.85
189.5596,-13614.47,-10551.07,1894.14,11402.99,-15517.48,-6528.47,-23719.98,-31741.34
189.5996,-13611.56,-10558.89,1890.42,11445.52,-15463.31,-6499.63,-23729.71,-31742.0
189.6396,-13661.0,-10606.96,1813.13,11597.35,-15286.07,-6459.76,-23759.46,-31799.89
189.6796,-13652.85,-10599.42,1803.64,11553.81,-15316.2,-6478.55,-23739.96,-31793.84
189.7196,-13649.8,-10593.61,1837.87,11491.2,-15423.3,-6520.22,-23736.05,-31781.44
189.7596,-13632.3,-10574.53,1881.6,11408.76,-15529.3,-6548.79,-23731.52,-31759.22
189.7996,-13651.18,-10595.94,1869.15,11441.52,-15490.15,-6529.76,-23757.65,-31772.66
189.8396,-13694.81,-10631.28,1818.61,11584.24,-15311.58,-6482.17,-23790.36,-31825.74
189.8796,-13676.93,-10618.74,1823.57,11546.8,-15342.19,-6498.91,-23774.39,-31821.59
189.9196,-13660.15,-10608.1,1834.54,11484.77,-15443.8,-6533.96,-23760.32,-31802.09
189.9596,-13651.42,-10603.62,1854.75,11400.75,-15554.53,-6569.39,-23756.08,-31779.96
189.9996,-13681.6,-10622.55,1855.99,11441.04,-15514.23,-6550.03,-23784.69,-31795.55
190.0396,-13721.94,-10642.24,1818.61,11596.35,-15307.57,-6478.64,-23795.56,-31830.79
190.0796,-13678.22,-10624.22,1827.29,11548.14,-15332.51,-6486.18,-23765.04,-31813.39
190.1196,-13659.29,-10623.31,1833.25,11490.92,-15440.7,-6531.43,-23757.03,-31797.7
190.1596,-13634.44,-10604.48,1863.0,11403.23,-15557.34,-6564.67,-23745.68,-31767.32
190.1996,-13648.61,-10617.35,1862.81,11437.37,-15515.62,-6541.35,-23760.27,-31771.09
190.2396,-13700.11,-10656.5,1802.44,11629.15,-15268.71,-6463.19,-23782.73,-31825.26
190.2796,-13668.87,-10618.02,1827.72,11588.86,-15293.55,-6466.25,-23738.48,-31796.08
190.3196,-13635.64,-10594.66,1879.36,11520.2,-15396.93,-6492.66,-23711.92,-31757.12
190.3596,-13615.8,-10584.16,1924.18,11393.98,-15554.72,-6547.26,-23707.34,-31727.6
190.3996,-13652.52,-10613.54,1897.05,11428.17,-15512.8,-6518.08,-23737.96,-31739.95
190.4396,-13712.6,-10659.98,1816.42,11640.26,-15238.14,-6440.35,-23783.07,-31815.68
190.4796,-13656.71,-10623.17,1830.01,11580.42,-15281.06,-6458.33,-23745.11,-31799.37
190.5196,-13625.43,-10603.19,1861.91,11504.56,-15387.3,-6489.9,-23727.94,-31776.24
190.5596,-13598.92,-10582.97,1900.72,11360.27,-15583.9,-6558.23,-23714.45,-31735.52
190.5996,-13648.56,-10629.27,1889.04,11344.34,-15603.83,-6559.42,-23752.74,-31745.91
190.6396,-13715.22,-10690.55,1776.27,11650.99,-15216.54,-6432.63,-23809.91,-31838.47
190.6796,-13695.77,-10646.54,1786.18,11619.04,-15252.12,-6458.81,-23773.29,-31830.84
190.7196,-13671.02,-10622.31,1834.49,11515.09,-15411.71,-6509.88,-23741.34,-31788.16
190.7596,-13610.08,-10607.58,1886.65,11350.68,-15620.14,-6579.4,-23719.74,-31740.81
190.7996,-13631.77,-10644.39,1905.25,11374.19,-15599.11,-6550.69,-23736.48,-31730.66
190.8396,-13723.9,-10711.29,1790.38,11670.5,-15207.15,-6428.34,-23799.18,-31830.65
190.8796,-13689.33,-10650.35,1823.23,11610.94,-15249.3,-6451.61,-23759.61,-31814.77
190.9196,-13645.84,-10596.47,1893.76,11516.1,-15398.31,-6490.09,-23736.53,-31775.53
190.9596,-13623.81,-10582.26,1918.7,11360.93,-15602.78,-6558.51,-23717.36,-31731.18
190.9996,-13673.97,-10606.81,1895.86,11383.25,-15562.35,-6525.23,-23739.39,-31729.75
191.0396,-13766.1,-10671.19,1769.02,11678.55,-15210.39,-6417.28,-23818.26,-31849.1
191.0796,-13639.21,-10606.62,1799.54,11615.18,-15271.28,-6455.71,-23774.1,-31835.42
191.1196,-13583.52,-10574.39,1824.76,11521.44,-15413.24,-6514.55,-23749.26,-31801.32
191.1596,-13546.33,-10535.43,1860.76,11361.31,-15606.79,-6561.28,-23708.63,-31732.32
191.1996,-13587.95,-10576.3,1850.37,11398.41,-15576.79,-6532.72,-23753.93,-31748.82
191.2396,-13677.93,-10627.94,1743.22,11703.73,-15168.38,-6404.54,-23822.41,-31857.73
191.2796,-13630.58,-10558.65,1772.21,11621.72,-15243.2,-6431.39,-23763.42,-31819.97
191.3196,-13586.71,-10545.45,1800.82,11514.86,-15406.47,-6485.27,-23744.78,-31789.74
191.3596,-13539.41,-10517.17,1874.26,11349.97,-15621.04,-6544.78,-23714.88,-31727.27
191.3996,-13548.61,-10531.14,1879.26,11389.4,-15561.87,-6496.53,-23740.72,-31726.7
191.4396,-13608.7,-10574.91,1770.69,11719.23,-15121.46,-6351.66,-23794.8,-31827.55
191.4796,-13541.13,-10502.44,1819.42,11634.59,-15195.56,-6375.46,-23722.65,-31782.2
191.5196,-13510.32,-10476.88,1860.43,11520.2,-15359.79,-6424.09,-23702.1,-31743.48
191.5596,-13500.12,-10474.44,1887.27,11345.05,-15578.61,-6499.15,-23691.28,-31701.0
191.5996,-13536.41,-10512.88,1870.73,11380.15,-15529.25,-6460.05,-23728.47,-31711.82
191.6396,-13591.34,-10559.66,1762.1,11709.64,-15110.3,-6324.48,-23778.58,-31805.42
191.6796,-13526.73,-10514.69,1778.89,11614.51,-15205.1,-6384.28,-23735.29,-31789.4
191.7196,-13511.37,-10509.92,1807.4,11508.47,-15375.33,-6447.51,-23728.18,-31766.7
191.7596,-13499.12,-10496.81,1854.61,11344.96,-15567.4,-6506.3,-23715.69,-31728.18
191.7996,-13527.73,-10525.94,1867.49,11417.2,-15508.51,-6461.33,-23742.73,-31733.76
191.8396,-13611.27,-10578.01,1765.44,11701.2,-15154.75,-6357.29,-23803.81,-31834.7
191.8796,-13574.36,-10541.11,1779.89,11612.08,-15243.91,-6398.49,-23760.66,-31811.72
191.9196,-13556.53,-10528.52,1805.83,11515.43,-15389.49,-6451.42,-23743.78,-31782.82
191.9596,-13529.54,-10508.97,1868.2,11379.29,-15565.16,-6506.3,-23720.08,-31733.18
191.9996,-13553.29,-10548.78,1859.95,11426.4,-15516.47,-6475.74,-23757.75,-31750.97
192.0396,-13618.04,-10590.46,1756.53,11711.6,-15150.5,-6359.1,-23802.95,-31834.7
192.0796,-13576.89,-10542.44,1787.0,11626.29,-15230.61,-6391.62,-23747.26,-31800.32
192.1196,-13568.98,-10536.39,1823.52,11508.61,-15385.87,-6445.74,-23740.01,-31777.29
192.1596,-13548.8,-10535.34,1863.05,11367.85,-15592.0,-6522.51,-23741.34,-31749.11
192.1996,-13536.36,-10554.41,1859.86,11405.42,-15545.66,-6482.32,-23755.6,-31738.0
192.2396,-13596.49,-10595.85,1759.2,11693.48,-15157.75,-6354.19,-23797.94,-31819.44
192.2796,-13582.66,-10562.95,1778.56,11607.7,-15242.39,-6402.25,-23764.42,-31813.67
192.3196,-13568.98,-10548.55,1813.22,11500.98,-15386.63,-6451.89,-23744.3,-31784.01
192.3596,-13549.42,-10534.72,1862.34,11351.3,-15569.64,-6507.59,-23721.27,-31735.23
192.3996,-13561.2,-10563.95,1869.54,11404.66,-15514.09,-6467.53,-23744.25,-31735.14
192.4396,-13604.93,-10597.99,1790.48,11709.07,-15125.47,-6346.18,-23783.07,-31812.58
192.4796,-13562.54,-10555.46,1796.63,11624.24,-15200.95,-6384.9,-23735.57,-31787.78
192.5196,-13547.52,-10539.25,1832.49,11527.3,-15347.24,-6427.34,-23706.25,-31748.87
192.5596,-13523.25,-10516.45,1885.32,11386.87,-15529.21,-6479.98,-23678.26,-31694.03
192.5996,-13549.9,-10564.19,1866.25,11418.53,-15501.88,-6464.96,-23724.61,-31711.77
192.6396,-13644.03,-10626.75,1739.31,11700.49,-15132.38,-6367.06,-23807.24,-31834.32
192.6796,-13612.61,-10582.4,1745.65,11613.37,-15209.87,-6405.26,-23760.32,-31812.53
192.7196,-13574.36,-10551.79,1820.61,11525.54,-15352.16,-6443.12,-23730.23,-31768.9
192.7596,-13539.27,-10530.33,1902.1,11378.19,-15557.53,-6510.83,-23713.16,-31725.51
192.7996,-13557.63,-10571.67,1887.89,11402.7,-15517.19,-6481.79,-23739.44,-31726.41
192.8396,-13653.66,-10644.77,1727.53,11720.42,-15134.57,-6376.51,-23818.07,-31848.72
192.8796,-13591.48,-10582.88,1764.68,11641.74,-15204.53,-6406.78,-23761.99,-31819.11
192.9196,-13563.68,-10567.71,1817.42,11531.07,-15359.93,-6458.04,-23735.0,-31779.34
192.9596,-13530.02,-10541.25,1892.47,11382.77,-15549.85,-6510.83,-23691.7,-31712.49
192.9996,-13556.29,-10581.21,1876.64,11406.76,-15516.81,-6479.69,-23718.88,-31712.15
193.0396,-13648.7,-10646.77,1744.7,11716.99,-15115.69,-6359.91,-23799.14,-31830.51
193.0796,-13594.87,-10588.5,1768.59,11653.47,-15187.31,-6395.91,-23740.34,-31798.65
193.1196,-13557.15,-10564.19,1819.9,11541.51,-15353.06,-6446.46,-23718.41,-31761.84
193.1596,-13547.76,-10559.85,1860.86,11367.56,-15581.66,-6527.47,-23712.02,-31724.89
193.1996,-13562.3,-10593.46,1856.09,11377.29,-15553.29,-6493.43,-23733.9,-31717.73
193.2396,-13633.78,-10645.63,1746.89,11707.93,-15114.45,-6358.86,-23798.99,-31823.54
193.2796,-13602.64,-10603.76,1756.19,11634.88,-15190.46,-6409.5,-23758.08,-31813.96
193.3196,-13582.04,-10578.25,1798.82,11538.41,-15351.58,-6453.94,-23724.65,-31770.47
193.3596,-13561.2,-10570.62,1859.38,11365.7,-15576.7,-6527.52,-23710.83,-31724.93
193.3996,-13559.58,-10609.25,1863.1,11378.19,-15563.54,-6505.82,-23737.05,-31721.83
193.4396,-13654.52,-10683.3,1728.92,11691.52,-15144.49,-6384.42,-23810.96,-31842.19
193.4796,-13653.71,-10655.74,1725.39,11596.35,-15221.79,-6434.78,-23787.17,-31844.33
193.5196,-13611.37,-10624.51,1793.77,11520.43,-15375.43,-6474.07,-23745.3,-31784.92
193.5596,-13547.28,-10577.68,1876.16,11374.76,-15579.42,-6534.34,-23708.01,-31720.17
193.5996,-13533.21,-10573.01,1897.53,11409.33,-15553.48,-6490.9,-23708.92,-31696.47
193.6396,-13618.57,-10613.16,1768.97,11756.56,-15102.91,-6337.45,-23771.24,-31800.18
193.6796,-13577.84,-10568.24,1774.93,11674.17,-15154.41,-6371.78,-23728.95,-31787.35
193.7196,-13553.1,-10540.96,1825.19,11563.11,-15334.04,-6434.87,-23708.39,-31752.88
193.7596,-13526.97,-10508.01,1874.4,11401.03,-15542.32,-6494.14,-23673.78,-31690.32
193.7996,-13535.31,-10553.17,1867.96,11402.18,-15559.06,-6490.04,-23712.73,-31700.09
193.8396,-13611.89,-10600.33,1768.59,11748.32,-15104.44,-6344.18,-23784.45,-31809.67
193.8796,-13577.56,-10541.96,1776.65,11673.64,-15161.23,-6374.93,-23745.02,-31800.32
193.9196,-13540.36,-10524.46,1803.73,11557.53,-15348.58,-6449.32,-23724.27,-31771.28
193.9596,-13520.05,-10508.68,1851.85,11371.33,-15574.74,-6527.42,-23716.6,-31736.09
193.9996,-13528.68,-10534.48,1856.57,11359.22,-15572.88,-6502.3,-23743.54,-31730.56
194.0396,-13633.35,-10604.48,1703.36,11705.69,-15138.68,-6373.79,-23825.41,-31852.58
194.0796,-13602.78,-10545.97,1717.42,11662.53,-15172.01,-6388.05,-23766.81,-31821.92
194.1196,-13533.4,-10504.53,1798.11,11531.74,-15329.32,-6427.15,-23721.75,-31761.13
194.1596,-13512.8,-10510.54,1823.33,11338.52,-15565.21,-6533.81,-23731.47,-31748.63
194.1996,-13524.01,-10536.62,1833.11,11391.02,-15555.48,-6509.88,-23753.65,-31746.73
194.2396,-13568.83,-10555.84,1757.67,11739.02,-15108.59,-6341.93,-23777.54,-31811.19
194.2796,-13533.69,-10501.82,1772.26,11676.5,-15151.36,-6361.77,-23724.56,-31787.16
194.3196,-13502.98,-10476.64,1825.05,11579.18,-15296.89,-6398.73,-23687.37,-31734.04
194.3596,-13494.06,-10484.41,1863.19,11416.63,-15505.12,-6476.98,-23685.98,-31702.43
194.3996,-13506.99,-10521.22,1851.27,11418.34,-15502.31,-6464.96,-23724.84,-31714.3
